"SCD_RxCUI","Status","DF_str","SCD_str","ROUTE_rxt","NEWDF_rxt","Original Term Name","Original Term Source","Proposed Attribute ID","Proposed Attribute Category","Proposed Attribute Attribute","Proposed Term ID","Proposed Term Parent ID","Proposed Term Name"
"238003","Complete","Transdermal Patch","168 HR Estradiol 0.00208 MG/HR Transdermal Patch","Transdermal","168 HR Patch","168 HR Patch","RxTerms","5","Administration","Route","594","0","Transdermal route"
"238003","Complete","Transdermal Patch","168 HR Estradiol 0.00208 MG/HR Transdermal Patch","Transdermal","168 HR Patch","168 HR Patch","RxTerms","10","Delivery Device","Extended Release Time","651","0","168 HR"
"237722","Complete","Oral Wafer","Ascorbic Acid 500 MG Oral Wafer","Oral Wafer","Wafer","Wafer","RxTerms","2","Dose Form","Delivery Form","430","412","Wafer"
"237722","Complete","Oral Wafer","Ascorbic Acid 500 MG Oral Wafer","Oral Wafer","Wafer","Wafer","RxTerms","1","Dose Form","Drug Form","430","412","Wafer"
"237722","Complete","Oral Wafer","Ascorbic Acid 500 MG Oral Wafer","Oral Wafer","Wafer","Oral Wafer","RxTerms","5","Administration","Route","564","0","Oral route"
"237722","Complete","Oral Wafer","Ascorbic Acid 500 MG Oral Wafer","Oral Wafer","Wafer","Oral Wafer","RxTerms","2","Dose Form","Delivery Form","430","412","Wafer"
"237722","Complete","Oral Wafer","Ascorbic Acid 500 MG Oral Wafer","Oral Wafer","Wafer","Oral Wafer","RxTerms","1","Dose Form","Drug Form","430","412","Wafer"
"237722","Complete","Oral Wafer","Ascorbic Acid 500 MG Oral Wafer","Oral Wafer","Wafer","Oral Wafer","NDFRT","5","Administration","Route","564","0","Oral route"
"237722","Complete","Oral Wafer","Ascorbic Acid 500 MG Oral Wafer","Oral Wafer","Wafer","Oral Wafer","NDFRT","2","Dose Form","Delivery Form","430","412","Wafer"
"237722","Complete","Oral Wafer","Ascorbic Acid 500 MG Oral Wafer","Oral Wafer","Wafer","Oral Wafer","NDFRT","1","Dose Form","Drug Form","430","412","Wafer"
"211731","Complete","Douche","Povidone-Iodine 100 MG/ML Douche","Vaginal","Douche","Vaginal","RxTerms","5","Administration","Route","605","0","Vaginal route"
"211731","Complete","Douche","Povidone-Iodine 100 MG/ML Douche","Vaginal","Douche","Douche","RxTerms","6","Administration","Method","454","0","Irrigation"
"211731","Complete","Douche","Povidone-Iodine 100 MG/ML Douche","Vaginal","Douche","Douche","RxTerms","5","Administration","Route","605","0","Vaginal route"
"211731","Complete","Douche","Povidone-Iodine 100 MG/ML Douche","Vaginal","Douche","Douche","RxTerms","2","Dose Form","Delivery Form","399","396","Solution"
"211731","Complete","Douche","Povidone-Iodine 100 MG/ML Douche","Vaginal","Douche","Douche","RxTerms","1","Dose Form","Drug Form","399","396","Solution"
"211731","Complete","Douche","Povidone-Iodine 100 MG/ML Douche","Vaginal","Douche","Douche","NDFRT","6","Administration","Method","454","0","Irrigation"
"211731","Complete","Douche","Povidone-Iodine 100 MG/ML Douche","Vaginal","Douche","Douche","NDFRT","5","Administration","Route","605","0","Vaginal route"
"211731","Complete","Douche","Povidone-Iodine 100 MG/ML Douche","Vaginal","Douche","Douche","NDFRT","2","Dose Form","Delivery Form","399","396","Solution"
"211731","Complete","Douche","Povidone-Iodine 100 MG/ML Douche","Vaginal","Douche","Douche","NDFRT","1","Dose Form","Drug Form","399","396","Solution"
"204890","Complete","Vaginal Gel","Acetic Acid 0.0092 MG/MG Vaginal Gel","Vaginal","Gel","Vaginal","RxTerms","5","Administration","Route","605","0","Vaginal route"
"204890","Complete","Vaginal Gel","Acetic Acid 0.0092 MG/MG Vaginal Gel","Vaginal","Gel","Vaginal Gel","NDFRT","5","Administration","Route","605","0","Vaginal route"
"204890","Complete","Vaginal Gel","Acetic Acid 0.0092 MG/MG Vaginal Gel","Vaginal","Gel","Vaginal Gel","NDFRT","2","Dose Form","Delivery Form","408","405","Gel"
"204890","Complete","Vaginal Gel","Acetic Acid 0.0092 MG/MG Vaginal Gel","Vaginal","Gel","Vaginal Gel","NDFRT","1","Dose Form","Drug Form","408","405","Gel"
"204890","Complete","Vaginal Gel","Acetic Acid 0.0092 MG/MG Vaginal Gel","Vaginal","Gel","Gel","RxTerms","2","Dose Form","Delivery Form","408","405","Gel"
"204890","Complete","Vaginal Gel","Acetic Acid 0.0092 MG/MG Vaginal Gel","Vaginal","Gel","Gel","RxTerms","1","Dose Form","Drug Form","408","405","Gel"
"204866","Complete","Topical Oil","Coal Tar 25 MG/ML Topical Oil","Topical","Oil","Topical","RxTerms","5","Administration","Route","592","0","Topical route"
"204866","Complete","Topical Oil","Coal Tar 25 MG/ML Topical Oil","Topical","Oil","Topical Oil","NDFRT","5","Administration","Route","592","0","Topical route"
"204866","Complete","Topical Oil","Coal Tar 25 MG/ML Topical Oil","Topical","Oil","Topical Oil","NDFRT","2","Dose Form","Delivery Form","398","396","Oil"
"204866","Complete","Topical Oil","Coal Tar 25 MG/ML Topical Oil","Topical","Oil","Topical Oil","NDFRT","1","Dose Form","Drug Form","398","396","Oil"
"204866","Complete","Topical Oil","Coal Tar 25 MG/ML Topical Oil","Topical","Oil","Oil","RxTerms","2","Dose Form","Delivery Form","398","396","Oil"
"204866","Complete","Topical Oil","Coal Tar 25 MG/ML Topical Oil","Topical","Oil","Oil","RxTerms","1","Dose Form","Drug Form","398","396","Oil"
"204777","Complete","Oral Wafer","Phenolphthalein 64.8 MG Oral Wafer","Oral Wafer","Wafer","Wafer","RxTerms","2","Dose Form","Delivery Form","430","412","Wafer"
"204777","Complete","Oral Wafer","Phenolphthalein 64.8 MG Oral Wafer","Oral Wafer","Wafer","Wafer","RxTerms","1","Dose Form","Drug Form","430","412","Wafer"
"204777","Complete","Oral Wafer","Phenolphthalein 64.8 MG Oral Wafer","Oral Wafer","Wafer","Oral Wafer","RxTerms","5","Administration","Route","564","0","Oral route"
"204777","Complete","Oral Wafer","Phenolphthalein 64.8 MG Oral Wafer","Oral Wafer","Wafer","Oral Wafer","RxTerms","2","Dose Form","Delivery Form","430","412","Wafer"
"204777","Complete","Oral Wafer","Phenolphthalein 64.8 MG Oral Wafer","Oral Wafer","Wafer","Oral Wafer","RxTerms","1","Dose Form","Drug Form","430","412","Wafer"
"204777","Complete","Oral Wafer","Phenolphthalein 64.8 MG Oral Wafer","Oral Wafer","Wafer","Oral Wafer","NDFRT","5","Administration","Route","564","0","Oral route"
"204777","Complete","Oral Wafer","Phenolphthalein 64.8 MG Oral Wafer","Oral Wafer","Wafer","Oral Wafer","NDFRT","2","Dose Form","Delivery Form","430","412","Wafer"
"204777","Complete","Oral Wafer","Phenolphthalein 64.8 MG Oral Wafer","Oral Wafer","Wafer","Oral Wafer","NDFRT","1","Dose Form","Drug Form","430","412","Wafer"
"204652","Complete","Vaginal Gel","Nonoxynol-9 0.05 MG/MG Vaginal Gel","Vaginal","Gel","Vaginal","RxTerms","5","Administration","Route","605","0","Vaginal route"
"204652","Complete","Vaginal Gel","Nonoxynol-9 0.05 MG/MG Vaginal Gel","Vaginal","Gel","Vaginal Gel","NDFRT","5","Administration","Route","605","0","Vaginal route"
"204652","Complete","Vaginal Gel","Nonoxynol-9 0.05 MG/MG Vaginal Gel","Vaginal","Gel","Vaginal Gel","NDFRT","2","Dose Form","Delivery Form","408","405","Gel"
"204652","Complete","Vaginal Gel","Nonoxynol-9 0.05 MG/MG Vaginal Gel","Vaginal","Gel","Vaginal Gel","NDFRT","1","Dose Form","Drug Form","408","405","Gel"
"204652","Complete","Vaginal Gel","Nonoxynol-9 0.05 MG/MG Vaginal Gel","Vaginal","Gel","Gel","RxTerms","2","Dose Form","Delivery Form","408","405","Gel"
"204652","Complete","Vaginal Gel","Nonoxynol-9 0.05 MG/MG Vaginal Gel","Vaginal","Gel","Gel","RxTerms","1","Dose Form","Drug Form","408","405","Gel"
"204635","Complete","Transdermal Patch","Salicylic Acid 0.17 MG/MG Transdermal Patch","Transdermal","Patch","Transdermal","RxTerms","5","Administration","Route","594","0","Transdermal route"
"204635","Complete","Transdermal Patch","Salicylic Acid 0.17 MG/MG Transdermal Patch","Transdermal","Patch","Transdermal Patch","NDFRT","7","Delivery Device","Type","441","0","Patch"
"204635","Complete","Transdermal Patch","Salicylic Acid 0.17 MG/MG Transdermal Patch","Transdermal","Patch","Transdermal Patch","NDFRT","5","Administration","Route","594","0","Transdermal route"
"204635","Complete","Transdermal Patch","Salicylic Acid 0.17 MG/MG Transdermal Patch","Transdermal","Patch","Patch","RxTerms","7","Delivery Device","Type","441","0","Patch"
"204635","Complete","Transdermal Patch","Salicylic Acid 0.17 MG/MG Transdermal Patch","Transdermal","Patch","Patch","RxTerms","5","Administration","Route","594","0","Transdermal route"
"200131","Complete","Extended Release Oral Capsule","12 HR Carbamazepine 300 MG Extended Release Oral Capsule","Oral Pill","12 HR XR Cap","Oral Pill","RxTerms","6","Administration","Method","457","0","Swallow"
"200131","Complete","Extended Release Oral Capsule","12 HR Carbamazepine 300 MG Extended Release Oral Capsule","Oral Pill","12 HR XR Cap","Oral Pill","RxTerms","5","Administration","Route","564","0","Oral route"
"200131","Complete","Extended Release Oral Capsule","12 HR Carbamazepine 300 MG Extended Release Oral Capsule","Oral Pill","12 HR XR Cap","Oral Pill","RxTerms","2","Dose Form","Delivery Form","425","412","Tablet"
"200131","Complete","Extended Release Oral Capsule","12 HR Carbamazepine 300 MG Extended Release Oral Capsule","Oral Pill","12 HR XR Cap","Oral Pill","RxTerms","1","Dose Form","Drug Form","425","412","Tablet"
"200131","Complete","Extended Release Oral Capsule","12 HR Carbamazepine 300 MG Extended Release Oral Capsule","Oral Pill","12 HR XR Cap","Extended Release Oral Capsule","NDFRT","6","Administration","Method","457","0","Swallow"
"200131","Complete","Extended Release Oral Capsule","12 HR Carbamazepine 300 MG Extended Release Oral Capsule","Oral Pill","12 HR XR Cap","Extended Release Oral Capsule","NDFRT","5","Administration","Route","564","0","Oral route"
"200131","Complete","Extended Release Oral Capsule","12 HR Carbamazepine 300 MG Extended Release Oral Capsule","Oral Pill","12 HR XR Cap","Extended Release Oral Capsule","NDFRT","3","Dose Form","Release Pattern","460","0","Extended"
"200131","Complete","Extended Release Oral Capsule","12 HR Carbamazepine 300 MG Extended Release Oral Capsule","Oral Pill","12 HR XR Cap","Extended Release Oral Capsule","NDFRT","2","Dose Form","Delivery Form","423","412","Capsule"
"200131","Complete","Extended Release Oral Capsule","12 HR Carbamazepine 300 MG Extended Release Oral Capsule","Oral Pill","12 HR XR Cap","Extended Release Oral Capsule","NDFRT","1","Dose Form","Drug Form","423","412","Capsule"
"200131","Complete","Extended Release Oral Capsule","12 HR Carbamazepine 300 MG Extended Release Oral Capsule","Oral Pill","12 HR XR Cap","12 HR XR Cap","RxTerms","6","Administration","Method","457","0","Swallow"
"200131","Complete","Extended Release Oral Capsule","12 HR Carbamazepine 300 MG Extended Release Oral Capsule","Oral Pill","12 HR XR Cap","12 HR XR Cap","RxTerms","5","Administration","Route","564","0","Oral route"
"200131","Complete","Extended Release Oral Capsule","12 HR Carbamazepine 300 MG Extended Release Oral Capsule","Oral Pill","12 HR XR Cap","12 HR XR Cap","RxTerms","4","Dose Form","Extended Release Time","643","0","12 HR"
"200131","Complete","Extended Release Oral Capsule","12 HR Carbamazepine 300 MG Extended Release Oral Capsule","Oral Pill","12 HR XR Cap","12 HR XR Cap","RxTerms","2","Dose Form","Delivery Form","423","412","Capsule"
"200131","Complete","Extended Release Oral Capsule","12 HR Carbamazepine 300 MG Extended Release Oral Capsule","Oral Pill","12 HR XR Cap","12 HR XR Cap","RxTerms","1","Dose Form","Drug Form","423","412","Capsule"
"200086","Complete","Rectal Cream","Phenylephrine 2.5 MG/ML Rectal Cream","Rectal","Cream","Rectal","RxTerms","5","Administration","Route","580","0","Rectal route"
"200086","Complete","Rectal Cream","Phenylephrine 2.5 MG/ML Rectal Cream","Rectal","Cream","Rectal Cream","NDFRT","5","Administration","Route","580","0","Rectal route"
"200086","Complete","Rectal Cream","Phenylephrine 2.5 MG/ML Rectal Cream","Rectal","Cream","Rectal Cream","NDFRT","2","Dose Form","Delivery Form","406","405","Cream"
"200086","Complete","Rectal Cream","Phenylephrine 2.5 MG/ML Rectal Cream","Rectal","Cream","Rectal Cream","NDFRT","1","Dose Form","Drug Form","406","405","Cream"
"200086","Complete","Rectal Cream","Phenylephrine 2.5 MG/ML Rectal Cream","Rectal","Cream","Cream","RxTerms","2","Dose Form","Delivery Form","406","405","Cream"
"200086","Complete","Rectal Cream","Phenylephrine 2.5 MG/ML Rectal Cream","Rectal","Cream","Cream","RxTerms","1","Dose Form","Drug Form","406","405","Cream"
"199607","Complete","Vaginal Tablet","Estradiol 0.025 MG Vaginal Tablet","Vaginal","Tab","Vaginal","RxTerms","5","Administration","Route","605","0","Vaginal route"
"199607","Complete","Vaginal Tablet","Estradiol 0.025 MG Vaginal Tablet","Vaginal","Tab","Vaginal Tablet","NDFRT","5","Administration","Route","605","0","Vaginal route"
"199607","Complete","Vaginal Tablet","Estradiol 0.025 MG Vaginal Tablet","Vaginal","Tab","Vaginal Tablet","NDFRT","2","Dose Form","Delivery Form","425","412","Tablet"
"199607","Complete","Vaginal Tablet","Estradiol 0.025 MG Vaginal Tablet","Vaginal","Tab","Vaginal Tablet","NDFRT","1","Dose Form","Drug Form","425","412","Tablet"
"199607","Complete","Vaginal Tablet","Estradiol 0.025 MG Vaginal Tablet","Vaginal","Tab","Tab","RxTerms","2","Dose Form","Delivery Form","425","412","Tablet"
"199607","Complete","Vaginal Tablet","Estradiol 0.025 MG Vaginal Tablet","Vaginal","Tab","Tab","RxTerms","1","Dose Form","Drug Form","425","412","Tablet"
"199574","Complete","Vaginal Tablet","Estriol 0.5 MG Vaginal Tablet","Vaginal","Tab","Vaginal","RxTerms","5","Administration","Route","605","0","Vaginal route"
"199574","Complete","Vaginal Tablet","Estriol 0.5 MG Vaginal Tablet","Vaginal","Tab","Vaginal Tablet","NDFRT","5","Administration","Route","605","0","Vaginal route"
"199574","Complete","Vaginal Tablet","Estriol 0.5 MG Vaginal Tablet","Vaginal","Tab","Vaginal Tablet","NDFRT","2","Dose Form","Delivery Form","425","412","Tablet"
"199574","Complete","Vaginal Tablet","Estriol 0.5 MG Vaginal Tablet","Vaginal","Tab","Vaginal Tablet","NDFRT","1","Dose Form","Drug Form","425","412","Tablet"
"199574","Complete","Vaginal Tablet","Estriol 0.5 MG Vaginal Tablet","Vaginal","Tab","Tab","RxTerms","2","Dose Form","Delivery Form","425","412","Tablet"
"199574","Complete","Vaginal Tablet","Estriol 0.5 MG Vaginal Tablet","Vaginal","Tab","Tab","RxTerms","1","Dose Form","Drug Form","425","412","Tablet"
"199551","Complete","Vaginal Tablet","Iodoquinol 100 MG Vaginal Tablet","Vaginal","Tab","Vaginal","RxTerms","5","Administration","Route","605","0","Vaginal route"
"199551","Complete","Vaginal Tablet","Iodoquinol 100 MG Vaginal Tablet","Vaginal","Tab","Vaginal Tablet","NDFRT","5","Administration","Route","605","0","Vaginal route"
"199551","Complete","Vaginal Tablet","Iodoquinol 100 MG Vaginal Tablet","Vaginal","Tab","Vaginal Tablet","NDFRT","2","Dose Form","Delivery Form","425","412","Tablet"
"199551","Complete","Vaginal Tablet","Iodoquinol 100 MG Vaginal Tablet","Vaginal","Tab","Vaginal Tablet","NDFRT","1","Dose Form","Drug Form","425","412","Tablet"
"199551","Complete","Vaginal Tablet","Iodoquinol 100 MG Vaginal Tablet","Vaginal","Tab","Tab","RxTerms","2","Dose Form","Delivery Form","425","412","Tablet"
"199551","Complete","Vaginal Tablet","Iodoquinol 100 MG Vaginal Tablet","Vaginal","Tab","Tab","RxTerms","1","Dose Form","Drug Form","425","412","Tablet"
"199378","Complete","Extended Release Oral Tablet","12 HR Carbamazepine 100 MG Extended Release Oral Tablet","Oral Pill","12 HR XR Tab","Oral Pill","RxTerms","6","Administration","Method","457","0","Swallow"
"199378","Complete","Extended Release Oral Tablet","12 HR Carbamazepine 100 MG Extended Release Oral Tablet","Oral Pill","12 HR XR Tab","Oral Pill","RxTerms","5","Administration","Route","564","0","Oral route"
"199378","Complete","Extended Release Oral Tablet","12 HR Carbamazepine 100 MG Extended Release Oral Tablet","Oral Pill","12 HR XR Tab","Oral Pill","RxTerms","2","Dose Form","Delivery Form","425","412","Tablet"
"199378","Complete","Extended Release Oral Tablet","12 HR Carbamazepine 100 MG Extended Release Oral Tablet","Oral Pill","12 HR XR Tab","Oral Pill","RxTerms","1","Dose Form","Drug Form","425","412","Tablet"
"199378","Complete","Extended Release Oral Tablet","12 HR Carbamazepine 100 MG Extended Release Oral Tablet","Oral Pill","12 HR XR Tab","Extended Release Oral Tablet","NDFRT","6","Administration","Method","457","0","Swallow"
"199378","Complete","Extended Release Oral Tablet","12 HR Carbamazepine 100 MG Extended Release Oral Tablet","Oral Pill","12 HR XR Tab","Extended Release Oral Tablet","NDFRT","5","Administration","Route","564","0","Oral route"
"199378","Complete","Extended Release Oral Tablet","12 HR Carbamazepine 100 MG Extended Release Oral Tablet","Oral Pill","12 HR XR Tab","Extended Release Oral Tablet","NDFRT","3","Dose Form","Release Pattern","460","0","Extended"
"199378","Complete","Extended Release Oral Tablet","12 HR Carbamazepine 100 MG Extended Release Oral Tablet","Oral Pill","12 HR XR Tab","Extended Release Oral Tablet","NDFRT","2","Dose Form","Delivery Form","425","412","Tablet"
"199378","Complete","Extended Release Oral Tablet","12 HR Carbamazepine 100 MG Extended Release Oral Tablet","Oral Pill","12 HR XR Tab","Extended Release Oral Tablet","NDFRT","1","Dose Form","Drug Form","425","412","Tablet"
"199378","Complete","Extended Release Oral Tablet","12 HR Carbamazepine 100 MG Extended Release Oral Tablet","Oral Pill","12 HR XR Tab","12 HR XR Tab","RxTerms","6","Administration","Method","457","0","Swallow"
"199378","Complete","Extended Release Oral Tablet","12 HR Carbamazepine 100 MG Extended Release Oral Tablet","Oral Pill","12 HR XR Tab","12 HR XR Tab","RxTerms","5","Administration","Route","564","0","Oral route"
"199378","Complete","Extended Release Oral Tablet","12 HR Carbamazepine 100 MG Extended Release Oral Tablet","Oral Pill","12 HR XR Tab","12 HR XR Tab","RxTerms","4","Dose Form","Extended Release Time","643","0","12 HR"
"199378","Complete","Extended Release Oral Tablet","12 HR Carbamazepine 100 MG Extended Release Oral Tablet","Oral Pill","12 HR XR Tab","12 HR XR Tab","RxTerms","2","Dose Form","Delivery Form","425","412","Tablet"
"199378","Complete","Extended Release Oral Tablet","12 HR Carbamazepine 100 MG Extended Release Oral Tablet","Oral Pill","12 HR XR Tab","12 HR XR Tab","RxTerms","1","Dose Form","Drug Form","425","412","Tablet"
"199115","Complete","Ophthalmic Suspension","rimexolone 10 MG/ML Ophthalmic Suspension","Ophthalmic","Susp","Susp","RxTerms","2","Dose Form","Delivery Form","404","396","Suspension"
"199115","Complete","Ophthalmic Suspension","rimexolone 10 MG/ML Ophthalmic Suspension","Ophthalmic","Susp","Susp","RxTerms","1","Dose Form","Drug Form","404","396","Suspension"
"199115","Complete","Ophthalmic Suspension","rimexolone 10 MG/ML Ophthalmic Suspension","Ophthalmic","Susp","Ophthalmic","RxTerms","5","Administration","Route","563","0","Ophthalmic route"
"199115","Complete","Ophthalmic Suspension","rimexolone 10 MG/ML Ophthalmic Suspension","Ophthalmic","Susp","Ophthalmic Suspension","NDFRT","5","Administration","Route","563","0","Ophthalmic route"
"199115","Complete","Ophthalmic Suspension","rimexolone 10 MG/ML Ophthalmic Suspension","Ophthalmic","Susp","Ophthalmic Suspension","NDFRT","2","Dose Form","Delivery Form","404","396","Suspension"
"199115","Complete","Ophthalmic Suspension","rimexolone 10 MG/ML Ophthalmic Suspension","Ophthalmic","Susp","Ophthalmic Suspension","NDFRT","1","Dose Form","Drug Form","404","396","Suspension"
"199072","Complete","Paste","Urea 0.5 MG/MG Paste","Paste","Paste","Paste","RxTerms","2","Dose Form","Delivery Form","410","405","Paste"
"199072","Complete","Paste","Urea 0.5 MG/MG Paste","Paste","Paste","Paste","RxTerms","1","Dose Form","Drug Form","410","405","Paste"
"199072","Complete","Paste","Urea 0.5 MG/MG Paste","Paste","Paste","Paste","NDFRT","2","Dose Form","Delivery Form","410","405","Paste"
"199072","Complete","Paste","Urea 0.5 MG/MG Paste","Paste","Paste","Paste","NDFRT","1","Dose Form","Drug Form","410","405","Paste"
"199057","Complete","Douche","Dextran 320 MG/ML Douche","Vaginal","Douche","Vaginal","RxTerms","5","Administration","Route","605","0","Vaginal route"
"199057","Complete","Douche","Dextran 320 MG/ML Douche","Vaginal","Douche","Douche","RxTerms","6","Administration","Method","454","0","Irrigation"
"199057","Complete","Douche","Dextran 320 MG/ML Douche","Vaginal","Douche","Douche","RxTerms","5","Administration","Route","605","0","Vaginal route"
"199057","Complete","Douche","Dextran 320 MG/ML Douche","Vaginal","Douche","Douche","RxTerms","2","Dose Form","Delivery Form","399","396","Solution"
"199057","Complete","Douche","Dextran 320 MG/ML Douche","Vaginal","Douche","Douche","RxTerms","1","Dose Form","Drug Form","399","396","Solution"
"199057","Complete","Douche","Dextran 320 MG/ML Douche","Vaginal","Douche","Douche","NDFRT","6","Administration","Method","454","0","Irrigation"
"199057","Complete","Douche","Dextran 320 MG/ML Douche","Vaginal","Douche","Douche","NDFRT","5","Administration","Route","605","0","Vaginal route"
"199057","Complete","Douche","Dextran 320 MG/ML Douche","Vaginal","Douche","Douche","NDFRT","2","Dose Form","Delivery Form","399","396","Solution"
"199057","Complete","Douche","Dextran 320 MG/ML Douche","Vaginal","Douche","Douche","NDFRT","1","Dose Form","Drug Form","399","396","Solution"
"198879","Complete","Medicated Bar Soap","Triclosan 0.01 MG/MG Medicated Bar Soap","Soap","Medicated Bar Soap","Soap","RxTerms","6","Administration","Method","458","0","Wash"
"198879","Complete","Medicated Bar Soap","Triclosan 0.01 MG/MG Medicated Bar Soap","Soap","Medicated Bar Soap","Soap","RxTerms","5","Administration","Route","592","0","Topical route"
"198879","Complete","Medicated Bar Soap","Triclosan 0.01 MG/MG Medicated Bar Soap","Soap","Medicated Bar Soap","Medicated Bar Soap","RxTerms","6","Administration","Method","458","0","Wash"
"198879","Complete","Medicated Bar Soap","Triclosan 0.01 MG/MG Medicated Bar Soap","Soap","Medicated Bar Soap","Medicated Bar Soap","RxTerms","5","Administration","Route","592","0","Topical route"
"198879","Complete","Medicated Bar Soap","Triclosan 0.01 MG/MG Medicated Bar Soap","Soap","Medicated Bar Soap","Medicated Bar Soap","RxTerms","2","Dose Form","Delivery Form","413","412","Bar"
"198879","Complete","Medicated Bar Soap","Triclosan 0.01 MG/MG Medicated Bar Soap","Soap","Medicated Bar Soap","Medicated Bar Soap","RxTerms","1","Dose Form","Drug Form","413","412","Bar"
"198879","Complete","Medicated Bar Soap","Triclosan 0.01 MG/MG Medicated Bar Soap","Soap","Medicated Bar Soap","Medicated Bar Soap","NDFRT","6","Administration","Method","458","0","Wash"
"198879","Complete","Medicated Bar Soap","Triclosan 0.01 MG/MG Medicated Bar Soap","Soap","Medicated Bar Soap","Medicated Bar Soap","NDFRT","5","Administration","Route","592","0","Topical route"
"198879","Complete","Medicated Bar Soap","Triclosan 0.01 MG/MG Medicated Bar Soap","Soap","Medicated Bar Soap","Medicated Bar Soap","NDFRT","2","Dose Form","Delivery Form","413","412","Bar"
"198879","Complete","Medicated Bar Soap","Triclosan 0.01 MG/MG Medicated Bar Soap","Soap","Medicated Bar Soap","Medicated Bar Soap","NDFRT","1","Dose Form","Drug Form","413","412","Bar"
"198789","Complete","Nasal Spray","Pheniramine 2 MG/ML / Phenylephrine 5 MG/ML Nasal Spray","Nasal","Spray","Spray","RxTerms","6","Administration","Method","456","0","Spray"
"198789","Complete","Nasal Spray","Pheniramine 2 MG/ML / Phenylephrine 5 MG/ML Nasal Spray","Nasal","Spray","Nasal","RxTerms","5","Administration","Route","559","0","Nasal route"
"198789","Complete","Nasal Spray","Pheniramine 2 MG/ML / Phenylephrine 5 MG/ML Nasal Spray","Nasal","Spray","Nasal Spray","NDFRT","6","Administration","Method","456","0","Spray"
"198789","Complete","Nasal Spray","Pheniramine 2 MG/ML / Phenylephrine 5 MG/ML Nasal Spray","Nasal","Spray","Nasal Spray","NDFRT","5","Administration","Route","559","0","Nasal route"
"198789","Complete","Nasal Spray","Pheniramine 2 MG/ML / Phenylephrine 5 MG/ML Nasal Spray","Nasal","Spray","Nasal Spray","NDFRT","2","Dose Form","Delivery Form","399","396","Solution"
"198789","Complete","Nasal Spray","Pheniramine 2 MG/ML / Phenylephrine 5 MG/ML Nasal Spray","Nasal","Spray","Nasal Spray","NDFRT","1","Dose Form","Drug Form","399","396","Solution"
"198776","Complete","Mucosal Spray","phenol 14 MG/ML Mucosal Spray","Mucosal","Spray","Spray","RxTerms","6","Administration","Method","456","0","Spray"
"198776","Complete","Mucosal Spray","phenol 14 MG/ML Mucosal Spray","Mucosal","Spray","Mucosal","RxTerms","5","Administration","Route","566","0","Oromucosal route"
"198776","Complete","Mucosal Spray","phenol 14 MG/ML Mucosal Spray","Mucosal","Spray","Mucosal Spray","NDFRT","6","Administration","Method","456","0","Spray"
"198776","Complete","Mucosal Spray","phenol 14 MG/ML Mucosal Spray","Mucosal","Spray","Mucosal Spray","NDFRT","5","Administration","Route","566","0","Oromucosal route"
"198776","Complete","Mucosal Spray","phenol 14 MG/ML Mucosal Spray","Mucosal","Spray","Mucosal Spray","NDFRT","2","Dose Form","Delivery Form","396","0","Liquid"
"198776","Complete","Mucosal Spray","phenol 14 MG/ML Mucosal Spray","Mucosal","Spray","Mucosal Spray","NDFRT","1","Dose Form","Drug Form","396","0","Liquid"
"198765","Complete","Vaginal Gel","Nonoxynol-9 0.04 MG/MG Vaginal Gel","Vaginal","Gel","Vaginal","RxTerms","5","Administration","Route","605","0","Vaginal route"
"198765","Complete","Vaginal Gel","Nonoxynol-9 0.04 MG/MG Vaginal Gel","Vaginal","Gel","Vaginal Gel","NDFRT","5","Administration","Route","605","0","Vaginal route"
"198765","Complete","Vaginal Gel","Nonoxynol-9 0.04 MG/MG Vaginal Gel","Vaginal","Gel","Vaginal Gel","NDFRT","2","Dose Form","Delivery Form","408","405","Gel"
"198765","Complete","Vaginal Gel","Nonoxynol-9 0.04 MG/MG Vaginal Gel","Vaginal","Gel","Vaginal Gel","NDFRT","1","Dose Form","Drug Form","408","405","Gel"
"198765","Complete","Vaginal Gel","Nonoxynol-9 0.04 MG/MG Vaginal Gel","Vaginal","Gel","Gel","RxTerms","2","Dose Form","Delivery Form","408","405","Gel"
"198765","Complete","Vaginal Gel","Nonoxynol-9 0.04 MG/MG Vaginal Gel","Vaginal","Gel","Gel","RxTerms","1","Dose Form","Drug Form","408","405","Gel"
"198762","Complete","Vaginal Gel","Nonoxynol-9 0.01 MG/MG Vaginal Gel","Vaginal","Gel","Vaginal","RxTerms","5","Administration","Route","605","0","Vaginal route"
"198762","Complete","Vaginal Gel","Nonoxynol-9 0.01 MG/MG Vaginal Gel","Vaginal","Gel","Vaginal Gel","NDFRT","5","Administration","Route","605","0","Vaginal route"
"198762","Complete","Vaginal Gel","Nonoxynol-9 0.01 MG/MG Vaginal Gel","Vaginal","Gel","Vaginal Gel","NDFRT","2","Dose Form","Delivery Form","408","405","Gel"
"198762","Complete","Vaginal Gel","Nonoxynol-9 0.01 MG/MG Vaginal Gel","Vaginal","Gel","Vaginal Gel","NDFRT","1","Dose Form","Drug Form","408","405","Gel"
"198762","Complete","Vaginal Gel","Nonoxynol-9 0.01 MG/MG Vaginal Gel","Vaginal","Gel","Gel","RxTerms","2","Dose Form","Delivery Form","408","405","Gel"
